"","average","date","highest","lowest","order_count","volume","type_id","region","today","datediff","dolvol"
"382",3e+06,2018-01-07,3e+06,3e+06,1,1,44152,"Catch",2018-01-27,20,150000
"383",4999999,2018-01-13,4999999,4999999,1,1,44186,"Catch",2018-01-27,14,357142.785714286
"384",6800000,2017-12-28,6800000,6800000,1,1,45767,"Catch",2018-01-27,30,226666.666666667
"385",6800000,2018-01-08,6800000,6800000,1,1,45767,"Catch",2018-01-27,19,357894.736842105
"386",2500000,2018-01-17,2500000,2500000,1,1,45770,"Catch",2018-01-27,10,250000
"387",1,2018-01-18,1,1,1,1,45770,"Catch",2018-01-27,9,0.111111111111111
"388",7500000,2018-01-05,7500000,7500000,2,4,45774,"Catch",2018-01-27,22,1363636.36363636
"389",7500000,2018-01-17,7500000,7500000,1,1,45774,"Catch",2018-01-27,10,750000
"390",7500000,2018-01-18,7500000,7500000,1,1,45774,"Catch",2018-01-27,9,833333.333333333
"391",1,2018-01-01,1,1,1,1,45777,"Catch",2018-01-27,26,0.0384615384615385
"392",6500000,2018-01-03,6500000,6500000,1,1,45787,"Catch",2018-01-27,24,270833.333333333
"393",6500000,2018-01-17,6500000,6500000,1,1,45787,"Catch",2018-01-27,10,650000
"394",1,2018-01-01,1,1,1,1,45815,"Catch",2018-01-27,26,0.0384615384615385
"395",1250000,2018-01-01,1250000,1250000,1,1,45823,"Catch",2018-01-27,26,48076.9230769231
"396",999999,2018-01-01,999999,999999,1,1,45829,"Catch",2018-01-27,26,38461.5
"397",1250000,2018-01-03,1250000,1250000,1,1,45829,"Catch",2018-01-27,24,52083.3333333333
"398",1250000,2018-01-04,1250000,1250000,1,1,45829,"Catch",2018-01-27,23,54347.8260869565
"399",1,2018-01-06,1,1,1,1,45834,"Catch",2018-01-27,21,0.0476190476190476
"400",4499999.99,2017-12-28,4499999.99,4499999.99,1,1,45835,"Catch",2018-01-27,30,149999.999666667
"401",2250000.5,2018-01-01,4499999.99,1,2,2,45835,"Catch",2018-01-27,26,173076.961538462
"402",4499999.99,2018-01-02,4499999.99,4499999.99,1,1,45835,"Catch",2018-01-27,25,179999.9996
"403",4499999.99,2018-01-04,4499999.99,4499999.99,1,1,45835,"Catch",2018-01-27,23,195652.173478261
"404",1,2018-01-06,1,1,1,1,45835,"Catch",2018-01-27,21,0.0476190476190476
"405",3999999.99,2018-01-10,3999999.99,3999999.99,1,1,45835,"Catch",2018-01-27,17,235294.117058824
"406",4499999.99,2018-01-11,4499999.99,4499999.99,1,1,45835,"Catch",2018-01-27,16,281249.999375
"407",2500000,2018-01-12,2500000,2500000,1,1,45835,"Catch",2018-01-27,15,166666.666666667
"408",3999499.99,2018-01-13,3999999.99,3998999.99,2,2,45835,"Catch",2018-01-27,14,571357.141428571
"409",3999999.99,2018-01-14,3999999.99,3999999.99,1,1,45835,"Catch",2018-01-27,13,307692.306923077
"410",3999999.99,2018-01-17,3999999.99,3999999.99,2,2,45835,"Catch",2018-01-27,10,799999.998
"411",3999999.99,2018-01-19,3999999.99,3999999.99,1,1,45835,"Catch",2018-01-27,8,499999.99875
"412",1,2018-01-06,1,1,1,1,45836,"Catch",2018-01-27,21,0.0476190476190476
"413",5e+06,2017-12-30,5e+06,5e+06,1,1,45848,"Catch",2018-01-27,28,178571.428571429
"414",1,2018-01-18,1,1,1,1,45854,"Catch",2018-01-27,9,0.111111111111111
"415",6999999.99,2018-01-18,6999999.99,6999999.99,1,1,45866,"Catch",2018-01-27,9,777777.776666667
"416",10000,2018-01-09,10000,10000,1,1,45882,"Catch",2018-01-27,18,555.555555555556
"417",6500000,2017-12-29,6500000,6500000,1,1,45885,"Catch",2018-01-27,29,224137.931034483
"418",6500000,2018-01-14,6500000,6500000,1,1,45885,"Catch",2018-01-27,13,5e+05
"419",1,2018-01-18,1,1,1,1,45885,"Catch",2018-01-27,9,0.111111111111111
"420",2750000,2018-01-14,2750000,2750000,1,1,45887,"Catch",2018-01-27,13,211538.461538462
"421",2890000,2017-12-30,2890000,2890000,3,3,45905,"Catch",2018-01-27,28,309642.857142857
"422",1,2018-01-01,1,1,1,1,45907,"Catch",2018-01-27,26,0.0384615384615385
"423",6299999.94,2018-01-02,6299999.94,6299999.94,1,1,45907,"Catch",2018-01-27,25,251999.9976
"424",1,2018-01-06,1,1,1,1,45907,"Catch",2018-01-27,21,0.0476190476190476
"425",6e+06,2018-01-01,6e+06,6e+06,1,1,45922,"Catch",2018-01-27,26,230769.230769231
"426",5500000,2018-01-02,5500000,5500000,1,1,45922,"Catch",2018-01-27,25,220000
"427",5000,2018-01-12,5000,5000,1,1,45923,"Catch",2018-01-27,15,333.333333333333
"428",1,2018-01-06,1,1,1,1,45925,"Catch",2018-01-27,21,0.0476190476190476
"429",7e+06,2018-01-05,7e+06,7e+06,2,2,45949,"Catch",2018-01-27,22,636363.636363636
"430",1,2018-01-07,1,1,1,1,45949,"Catch",2018-01-27,20,0.05
"431",7e+06,2018-01-12,7e+06,7e+06,1,1,45949,"Catch",2018-01-27,15,466666.666666667
"432",7e+06,2018-01-19,7e+06,7e+06,1,1,45949,"Catch",2018-01-27,8,875000
"433",1,2018-01-06,1,1,1,1,45955,"Catch",2018-01-27,21,0.0476190476190476
"434",5300000,2017-12-30,5300000,5300000,1,1,45969,"Catch",2018-01-27,28,189285.714285714
"435",5300000,2018-01-01,5300000,5300000,1,1,45969,"Catch",2018-01-27,26,203846.153846154
"436",4e+06,2018-01-05,4e+06,4e+06,1,1,45969,"Catch",2018-01-27,22,181818.181818182
"437",5300000,2018-01-08,5300000,5300000,1,1,45969,"Catch",2018-01-27,19,278947.368421053
"438",6e+06,2018-01-15,6e+06,6e+06,1,1,45973,"Catch",2018-01-27,12,5e+05
"439",1,2018-01-06,1,1,1,1,45977,"Catch",2018-01-27,21,0.0476190476190476
"440",1e+06,2017-12-28,1e+06,1e+06,1,1,46001,"Catch",2018-01-27,30,33333.3333333333
"441",1333333.33,2017-12-29,1333333.33,1333333.33,1,1,46001,"Catch",2018-01-27,29,45977.0113793103
"442",1e+06,2018-01-02,1e+06,1e+06,1,1,46001,"Catch",2018-01-27,25,40000
"443",1500000,2018-01-05,1500000,1500000,1,1,46001,"Catch",2018-01-27,22,68181.8181818182
"444",999999,2018-01-06,999999,999998.99,2,8,46001,"Catch",2018-01-27,21,380952
"445",1200000,2018-01-13,1225000,1175000,3,3,46001,"Catch",2018-01-27,14,257142.857142857
"446",1266666.66,2018-01-14,1266666.66,1266666.66,1,1,46001,"Catch",2018-01-27,13,97435.8969230769
"447",1525000,2018-01-15,1550000,1500000,2,2,46001,"Catch",2018-01-27,12,254166.666666667
"448",1500000,2018-01-16,1500000,1500000,1,1,46001,"Catch",2018-01-27,11,136363.636363636
"449",1329323.8,2018-01-18,1345238.09,1266666.66,3,5,46001,"Catch",2018-01-27,9,738513.222222222
"450",1345238.09,2018-01-19,1345238.09,1345238.09,1,1,46001,"Catch",2018-01-27,8,168154.76125
"451",1008329.58,2017-12-31,1033320.33,999998.99,3,4,46004,"Catch",2018-01-27,27,149382.16
"452",1200000,2018-01-01,1200000,1200000,1,1,46004,"Catch",2018-01-27,26,46153.8461538462
"453",999998,2018-01-04,999998,999998,1,1,46004,"Catch",2018-01-27,23,43478.1739130435
"454",1009628.34,2018-01-11,1038886.05,994999.49,3,3,46004,"Catch",2018-01-27,16,189305.31375
"455",899500,2018-01-19,9e+05,899000,2,2,46004,"Catch",2018-01-27,8,224875
"456",6792857.14,2017-12-30,7300000,6500000,6,14,46005,"Catch",2018-01-27,28,3396428.57
"457",5e+06,2018-01-01,5e+06,5e+06,1,1,46005,"Catch",2018-01-27,26,192307.692307692
"458",6500000,2018-01-03,6500000,6500000,1,3,46005,"Catch",2018-01-27,24,812500
"459",6500000,2018-01-04,6500000,6500000,1,2,46005,"Catch",2018-01-27,23,565217.391304348
"460",7300000,2018-01-05,7300000,7300000,1,1,46005,"Catch",2018-01-27,22,331818.181818182
"461",6857142.86,2018-01-06,7e+06,6e+06,3,7,46005,"Catch",2018-01-27,21,2285714.28666667
"462",6858249.83,2018-01-12,7e+06,6149499,3,12,46005,"Catch",2018-01-27,15,5486599.864
"463",5999999,2018-01-14,5999999,5999999,1,1,46005,"Catch",2018-01-27,13,461538.384615385
"464",6e+06,2018-01-18,6e+06,6e+06,1,1,46005,"Catch",2018-01-27,9,666666.666666667
"465",3678814.95,2018-01-04,3678814.95,3678814.95,1,1,46008,"Catch",2018-01-27,23,159948.476086957
"466",7399999.99,2018-01-04,7399999.99,7399999.99,1,1,46707,"Catch",2018-01-27,23,321739.13
"467",7500000,2017-12-30,7500000,7500000,1,1,46722,"Catch",2018-01-27,28,267857.142857143
"468",7500000,2018-01-04,7500000,7500000,1,1,46722,"Catch",2018-01-27,23,326086.956521739
"469",3e+06,2018-01-17,3e+06,3e+06,1,1,46794,"Catch",2018-01-27,10,3e+05
"470",5e+06,2017-12-28,5e+06,5e+06,1,1,46835,"Catch",2018-01-27,30,166666.666666667
